enrollee_id,prediction_probability,predicted_class,percentile_rank,priority_tier
13467,0.2827,0,64.87,Extended
22118,0.2825,0,64.82,Extended
7683,0.2824,0,64.77,Extended
19543,0.2823,0,64.73,Extended
28972,0.2821,0,64.68,Extended
11800,0.2819,0,64.63,Extended
14205,0.2811,0,64.58,Extended
27030,0.2801,0,64.54,Extended
18805,0.2794,0,64.49,Extended
18023,0.279,0,64.44,Extended
23867,0.2788,0,64.4,Extended
9098,0.2788,0,64.35,Extended
21469,0.2783,0,64.3,Extended
15865,0.2782,0,64.26,Extended
25867,0.2776,0,64.21,Extended
20650,0.2768,0,64.16,Extended
22264,0.2765,0,64.11,Extended
17072,0.2759,0,64.07,Extended
26138,0.2757,0,64.02,Extended
19794,0.2757,0,63.97,Extended
9827,0.2748,0,63.93,Extended
31806,0.2746,0,63.88,Extended
9270,0.2744,0,63.83,Extended
31361,0.2737,0,63.79,Extended
19117,0.2732,0,63.74,Extended
23570,0.273,0,63.69,Extended
14026,0.2714,0,63.64,Extended
501,0.2714,0,63.6,Extended
18483,0.2714,0,63.55,Extended
22744,0.2706,0,63.5,Extended
9618,0.2702,0,63.46,Extended
32584,0.2699,0,63.41,Extended
21899,0.2697,0,63.36,Extended
4832,0.2695,0,63.32,Extended
1382,0.2692,0,63.27,Extended
1433,0.2689,0,63.22,Extended
13603,0.2676,0,63.18,Extended
9040,0.2676,0,63.13,Extended
16107,0.2675,0,63.08,Extended
9726,0.2674,0,63.03,Extended
7957,0.2668,0,62.99,Extended
28808,0.2666,0,62.94,Extended
5650,0.2665,0,62.89,Extended
17958,0.2665,0,62.85,Extended
17481,0.266,0,62.8,Extended
24396,0.2658,0,62.75,Extended
2535,0.2658,0,62.71,Extended
370,0.2658,0,62.66,Extended
3520,0.2657,0,62.61,Extended
33134,0.2655,0,62.56,Extended
27439,0.2638,0,62.52,Extended
167,0.2628,0,62.47,Extended
9047,0.2627,0,62.42,Extended
3689,0.262,0,62.38,Extended
31238,0.262,0,62.33,Extended
3699,0.2613,0,62.28,Extended
11401,0.261,0,62.24,Extended
8713,0.2603,0,62.19,Extended
20917,0.2601,0,62.14,Extended
27302,0.2599,0,62.09,Extended
22715,0.2597,0,62.05,Extended
14353,0.2592,0,62.0,Extended
14158,0.2578,0,61.95,Extended
11842,0.2577,0,61.91,Extended
29703,0.2574,0,61.86,Extended
9272,0.2573,0,61.81,Extended
11386,0.2571,0,61.77,Extended
18171,0.2571,0,61.72,Extended
4842,0.2568,0,61.67,Extended
5265,0.2562,0,61.63,Extended
28333,0.2561,0,61.58,Extended
14916,0.2558,0,61.53,Extended
6092,0.2557,0,61.48,Extended
11113,0.2556,0,61.44,Extended
9105,0.2553,0,61.39,Extended
21962,0.2549,0,61.34,Extended
30846,0.2545,0,61.3,Extended
7519,0.2529,0,61.25,Extended
17953,0.2526,0,61.2,Extended
5857,0.2517,0,61.16,Extended
4810,0.2516,0,61.11,Extended
8799,0.2514,0,61.06,Extended
24362,0.2512,0,61.01,Extended
8911,0.2511,0,60.97,Extended
8942,0.2508,0,60.92,Extended
13157,0.2505,0,60.87,Extended
22303,0.2505,0,60.83,Extended
13000,0.2501,0,60.78,Extended
15242,0.25,0,60.73,Extended
11188,0.25,0,60.69,Extended
15682,0.2498,0,60.64,Extended
8752,0.2487,0,60.59,Extended
19210,0.2486,0,60.54,Extended
30036,0.2485,0,60.5,Extended
16138,0.2485,0,60.45,Extended
26235,0.2484,0,60.4,Extended
22712,0.2459,0,60.36,Extended
12996,0.2457,0,60.31,Extended
31123,0.2453,0,60.26,Extended
11976,0.2448,0,60.22,Extended
4274,0.2447,0,60.17,Extended
31606,0.2445,0,60.12,Extended
14285,0.2442,0,60.08,Extended
22639,0.244,0,60.03,Extended
15165,0.2437,0,59.98,Extended
6332,0.2431,0,59.93,Extended
14398,0.2431,0,59.89,Extended
25603,0.2431,0,59.84,Extended
6398,0.243,0,59.79,Extended
30428,0.2427,0,59.75,Extended
32085,0.2427,0,59.7,Extended
17153,0.2427,0,59.65,Extended
20907,0.2426,0,59.61,Extended
195,0.2426,0,59.56,Extended
13819,0.2416,0,59.51,Extended
16245,0.2414,0,59.46,Extended
25802,0.2409,0,59.42,Extended
22652,0.2405,0,59.37,Extended
27425,0.2403,0,59.32,Extended
15095,0.2393,0,59.28,Extended
8066,0.2392,0,59.23,Extended
20756,0.2391,0,59.18,Extended
30657,0.239,0,59.14,Extended
16614,0.2385,0,59.09,Extended
1456,0.2385,0,59.04,Extended
4273,0.2382,0,58.99,Extended
20103,0.2377,0,58.95,Extended
8083,0.2376,0,58.9,Extended
4791,0.2372,0,58.85,Extended
17224,0.237,0,58.81,Extended
20113,0.2365,0,58.76,Extended
13140,0.2361,0,58.71,Extended
17085,0.2355,0,58.67,Extended
27307,0.2348,0,58.62,Extended
2851,0.2345,0,58.57,Extended
20068,0.2342,0,58.53,Extended
6427,0.2342,0,58.48,Extended
24017,0.234,0,58.43,Extended
16001,0.2332,0,58.38,Extended
11440,0.2327,0,58.34,Extended
28645,0.2327,0,58.29,Extended
29762,0.2319,0,58.24,Extended
11855,0.2319,0,58.2,Extended
20707,0.2318,0,58.15,Extended
5624,0.2313,0,58.1,Extended
18513,0.2313,0,58.06,Extended
28494,0.2311,0,58.01,Extended
9209,0.231,0,57.96,Extended
25038,0.2308,0,57.91,Extended
1850,0.2308,0,57.87,Extended
12674,0.2307,0,57.82,Extended
22042,0.2298,0,57.77,Extended
9852,0.2293,0,57.73,Extended
8367,0.2293,0,57.68,Extended
22510,0.2289,0,57.63,Extended
30859,0.2289,0,57.59,Extended
22045,0.2288,0,57.54,Extended
2107,0.2287,0,57.49,Extended
31464,0.228,0,57.44,Extended
23770,0.2279,0,57.4,Extended
485,0.2273,0,57.35,Extended
3760,0.2271,0,57.3,Extended
13211,0.227,0,57.26,Extended
25612,0.2266,0,57.21,Extended
6167,0.2265,0,57.16,Extended
14019,0.2265,0,57.12,Extended
28562,0.2258,0,57.07,Extended
15564,0.2255,0,57.02,Extended
7032,0.2249,0,56.98,Extended
2656,0.2246,0,56.93,Extended
19243,0.2246,0,56.88,Extended
16180,0.2244,0,56.83,Extended
19780,0.2243,0,56.79,Extended
29230,0.2223,0,56.74,Extended
5002,0.222,0,56.69,Extended
32099,0.222,0,56.65,Extended
31337,0.2218,0,56.6,Extended
16917,0.2214,0,56.55,Extended
3307,0.2213,0,56.51,Extended
20064,0.2211,0,56.46,Extended
13204,0.2201,0,56.41,Extended
25492,0.22,0,56.36,Extended
3979,0.2199,0,56.32,Extended
30486,0.2198,0,56.27,Extended
26601,0.2197,0,56.22,Extended
10829,0.2196,0,56.18,Extended
10952,0.2192,0,56.13,Extended
33316,0.2191,0,56.08,Extended
7347,0.2187,0,56.04,Extended
22366,0.2187,0,55.99,Extended
7522,0.2186,0,55.94,Extended
13114,0.2185,0,55.89,Extended
2444,0.2184,0,55.85,Extended
10246,0.2183,0,55.8,Extended
32212,0.2182,0,55.75,Extended
11982,0.218,0,55.71,Extended
2926,0.2179,0,55.66,Extended
31733,0.2177,0,55.61,Extended
2018,0.2175,0,55.57,Extended
23279,0.2175,0,55.52,Extended
13539,0.217,0,55.47,Extended
19459,0.2167,0,55.43,Extended
8735,0.2166,0,55.38,Extended
19043,0.2164,0,55.33,Extended
22342,0.2162,0,55.28,Extended
4899,0.2157,0,55.24,Extended
22507,0.2156,0,55.19,Extended
16287,0.2156,0,55.14,Extended
26670,0.2153,0,55.1,Extended
32019,0.215,0,55.05,Extended
25171,0.2149,0,55.0,Extended
28518,0.2148,0,54.96,Extended
471,0.2146,0,54.91,Extended
9837,0.2145,0,54.86,Extended
18544,0.2145,0,54.81,Extended
795,0.2145,0,54.77,Extended
23606,0.2145,0,54.72,Extended
8122,0.2142,0,54.67,Extended
26801,0.2137,0,54.63,Extended
7903,0.2133,0,54.58,Extended
20640,0.2129,0,54.53,Extended
9894,0.2127,0,54.49,Extended
18063,0.2122,0,54.44,Extended
23275,0.2122,0,54.39,Extended
23885,0.212,0,54.34,Extended
14816,0.2119,0,54.3,Extended
32000,0.2118,0,54.25,Extended
31796,0.2116,0,54.2,Extended
27456,0.2109,0,54.16,Extended
10640,0.2106,0,54.11,Extended
12136,0.2106,0,54.06,Extended
30736,0.2105,0,54.02,Extended
21786,0.2105,0,53.97,Extended
2575,0.2104,0,53.92,Extended
30020,0.21,0,53.88,Extended
30498,0.2097,0,53.83,Extended
23700,0.2096,0,53.78,Extended
15587,0.2094,0,53.73,Extended
16129,0.2089,0,53.69,Extended
17720,0.2087,0,53.64,Extended
20169,0.2084,0,53.59,Extended
18983,0.2083,0,53.55,Extended
4062,0.2078,0,53.5,Extended
27036,0.2073,0,53.45,Extended
6356,0.2067,0,53.41,Extended
16230,0.2066,0,53.36,Extended
2120,0.2066,0,53.31,Extended
30,0.2065,0,53.26,Extended
18607,0.206,0,53.22,Extended
19146,0.2059,0,53.17,Extended
19641,0.2055,0,53.12,Extended
27304,0.2053,0,53.08,Extended
17205,0.2052,0,53.03,Extended
18698,0.2051,0,52.98,Extended
15586,0.2049,0,52.94,Extended
12391,0.2044,0,52.89,Extended
20607,0.2038,0,52.84,Extended
8243,0.2034,0,52.79,Extended
11391,0.2034,0,52.75,Extended
2415,0.2032,0,52.7,Extended
22140,0.2028,0,52.65,Extended
4579,0.2023,0,52.61,Extended
26493,0.2019,0,52.56,Extended
26985,0.2018,0,52.51,Extended
6402,0.2018,0,52.47,Extended
22975,0.2016,0,52.42,Extended
1026,0.2014,0,52.37,Extended
3991,0.2012,0,52.33,Extended
23078,0.2012,0,52.28,Extended
17920,0.2011,0,52.23,Extended
21230,0.201,0,52.18,Extended
250,0.2008,0,52.14,Extended
2222,0.2006,0,52.09,Extended
11956,0.2003,0,52.04,Extended
28718,0.2003,0,52.0,Extended
7156,0.2,0,51.95,Extended
17034,0.1993,0,51.9,Extended
6963,0.1991,0,51.86,Extended
2682,0.1991,0,51.81,Extended
9561,0.1986,0,51.76,Extended
20286,0.1986,0,51.71,Extended
10726,0.1983,0,51.67,Extended
4063,0.1982,0,51.62,Extended
12115,0.1982,0,51.57,Extended
2715,0.1981,0,51.53,Extended
25411,0.1978,0,51.48,Extended
10682,0.1977,0,51.43,Extended
2539,0.1975,0,51.39,Extended
11506,0.1975,0,51.34,Extended
28350,0.1974,0,51.29,Extended
32981,0.1973,0,51.24,Extended
28370,0.1971,0,51.2,Extended
8349,0.1971,0,51.15,Extended
5934,0.1967,0,51.1,Extended
8107,0.1966,0,51.06,Extended
14156,0.1964,0,51.01,Extended
26370,0.1961,0,50.96,Extended
27184,0.196,0,50.92,Extended
22974,0.1958,0,50.87,Extended
18101,0.1957,0,50.82,Extended
4271,0.1955,0,50.78,Extended
10873,0.1947,0,50.73,Extended
22200,0.1946,0,50.68,Extended
8509,0.1946,0,50.63,Extended
9993,0.1944,0,50.59,Extended
16525,0.1942,0,50.54,Extended
21936,0.1942,0,50.49,Extended
28163,0.1941,0,50.45,Extended
19256,0.1937,0,50.4,Extended
31402,0.1933,0,50.35,Extended
11901,0.1931,0,50.31,Extended
5381,0.1929,0,50.26,Extended
10636,0.1929,0,50.21,Extended
32511,0.1929,0,50.16,Extended
24998,0.1928,0,50.12,Extended
1289,0.1925,0,50.07,Extended
26448,0.1923,0,50.02,Extended
32156,0.1922,0,49.98,Reserve
4581,0.1922,0,49.93,Reserve
27278,0.1912,0,49.88,Reserve
30512,0.1905,0,49.84,Reserve
7463,0.1905,0,49.79,Reserve
22881,0.1902,0,49.74,Reserve
29074,0.1899,0,49.69,Reserve
31131,0.1891,0,49.65,Reserve
24295,0.1891,0,49.6,Reserve
10418,0.1878,0,49.55,Reserve
28293,0.1876,0,49.51,Reserve
14658,0.1875,0,49.46,Reserve
5956,0.1871,0,49.41,Reserve
32353,0.1866,0,49.37,Reserve
18400,0.1857,0,49.32,Reserve
31896,0.1856,0,49.27,Reserve
11339,0.185,0,49.22,Reserve
5189,0.184,0,49.18,Reserve
26483,0.184,0,49.13,Reserve
10308,0.1835,0,49.08,Reserve
14685,0.1831,0,49.04,Reserve
15141,0.1828,0,48.99,Reserve
19653,0.1828,0,48.94,Reserve
1304,0.1824,0,48.9,Reserve
19139,0.182,0,48.85,Reserve
2789,0.1817,0,48.8,Reserve
7148,0.1814,0,48.76,Reserve
6058,0.1812,0,48.71,Reserve
22858,0.1808,0,48.66,Reserve
25995,0.1799,0,48.61,Reserve
6834,0.1794,0,48.57,Reserve
19783,0.179,0,48.52,Reserve
26411,0.1789,0,48.47,Reserve
16210,0.1779,0,48.43,Reserve
21257,0.1779,0,48.38,Reserve
17610,0.1777,0,48.33,Reserve
4417,0.1775,0,48.29,Reserve
30013,0.1773,0,48.24,Reserve
31019,0.1769,0,48.19,Reserve
16782,0.176,0,48.14,Reserve
10856,0.1755,0,48.1,Reserve
23116,0.1752,0,48.05,Reserve
9664,0.175,0,48.0,Reserve
16309,0.1747,0,47.96,Reserve
8401,0.1747,0,47.91,Reserve
24725,0.1743,0,47.86,Reserve
770,0.1743,0,47.82,Reserve
23084,0.1742,0,47.77,Reserve
6312,0.1741,0,47.72,Reserve
21189,0.174,0,47.67,Reserve
9706,0.1737,0,47.63,Reserve
8170,0.1734,0,47.58,Reserve
13748,0.1733,0,47.53,Reserve
9237,0.1726,0,47.49,Reserve
9700,0.1723,0,47.44,Reserve
16577,0.1722,0,47.39,Reserve
24376,0.172,0,47.35,Reserve
16705,0.1719,0,47.3,Reserve
31072,0.1715,0,47.25,Reserve
5266,0.1714,0,47.21,Reserve
29652,0.1712,0,47.16,Reserve
15851,0.1711,0,47.11,Reserve
16104,0.171,0,47.06,Reserve
5932,0.171,0,47.02,Reserve
23233,0.1705,0,46.97,Reserve
23948,0.1701,0,46.92,Reserve
14932,0.1701,0,46.88,Reserve
26068,0.1701,0,46.83,Reserve
3635,0.1698,0,46.78,Reserve
3218,0.1693,0,46.74,Reserve
853,0.1692,0,46.69,Reserve
11644,0.1688,0,46.64,Reserve
11845,0.1684,0,46.59,Reserve
21871,0.1682,0,46.55,Reserve
16955,0.1681,0,46.5,Reserve
5113,0.1679,0,46.45,Reserve
24642,0.1678,0,46.41,Reserve
17225,0.1678,0,46.36,Reserve
6281,0.1678,0,46.31,Reserve
33234,0.1668,0,46.27,Reserve
10803,0.1667,0,46.22,Reserve
7416,0.1666,0,46.17,Reserve
32698,0.1665,0,46.12,Reserve
26895,0.1665,0,46.08,Reserve
26576,0.1665,0,46.03,Reserve
30046,0.1665,0,45.98,Reserve
613,0.1664,0,45.94,Reserve
6865,0.1663,0,45.89,Reserve
16728,0.1654,0,45.84,Reserve
25106,0.1653,0,45.8,Reserve
9806,0.1652,0,45.75,Reserve
4926,0.165,0,45.7,Reserve
32853,0.1647,0,45.66,Reserve
8578,0.1645,0,45.61,Reserve
12759,0.1644,0,45.56,Reserve
8447,0.1643,0,45.51,Reserve
17898,0.1637,0,45.47,Reserve
11667,0.1637,0,45.42,Reserve
31668,0.1636,0,45.37,Reserve
976,0.1634,0,45.33,Reserve
17424,0.1633,0,45.28,Reserve
1274,0.1628,0,45.23,Reserve
20453,0.1627,0,45.19,Reserve
20725,0.1627,0,45.14,Reserve
11770,0.1621,0,45.09,Reserve
27610,0.162,0,45.04,Reserve
15853,0.1619,0,45.0,Reserve
22661,0.1617,0,44.95,Reserve
15307,0.1617,0,44.9,Reserve
17194,0.1616,0,44.86,Reserve
28251,0.1614,0,44.81,Reserve
7770,0.1612,0,44.76,Reserve
23288,0.1607,0,44.72,Reserve
30546,0.1607,0,44.67,Reserve
17932,0.1601,0,44.62,Reserve
25909,0.16,0,44.57,Reserve
13089,0.1599,0,44.53,Reserve
2063,0.1598,0,44.48,Reserve
20178,0.1596,0,44.43,Reserve
22829,0.1594,0,44.39,Reserve
13047,0.1594,0,44.34,Reserve
29223,0.1593,0,44.29,Reserve
27163,0.1592,0,44.25,Reserve
33225,0.1592,0,44.2,Reserve
14904,0.1591,0,44.15,Reserve
8562,0.159,0,44.11,Reserve
18138,0.1589,0,44.06,Reserve
22320,0.1589,0,44.01,Reserve
21845,0.1586,0,43.96,Reserve
31870,0.1583,0,43.92,Reserve
27385,0.1583,0,43.87,Reserve
32553,0.1582,0,43.82,Reserve
32650,0.1581,0,43.78,Reserve
14767,0.158,0,43.73,Reserve
11730,0.1573,0,43.68,Reserve
32693,0.1572,0,43.64,Reserve
4917,0.157,0,43.59,Reserve
19032,0.157,0,43.54,Reserve
16164,0.1564,0,43.49,Reserve
28968,0.1563,0,43.45,Reserve
31485,0.156,0,43.4,Reserve
26563,0.1558,0,43.35,Reserve
9586,0.1554,0,43.31,Reserve
8426,0.1546,0,43.26,Reserve
26309,0.1545,0,43.21,Reserve
20179,0.1544,0,43.17,Reserve
10217,0.1542,0,43.12,Reserve
7873,0.154,0,43.07,Reserve
21511,0.1536,0,43.02,Reserve
16023,0.1531,0,42.98,Reserve
7470,0.1531,0,42.93,Reserve
19499,0.153,0,42.88,Reserve
5800,0.1529,0,42.84,Reserve
22359,0.1529,0,42.79,Reserve
2326,0.1529,0,42.74,Reserve
19726,0.1528,0,42.7,Reserve
1249,0.1527,0,42.65,Reserve
27543,0.1525,0,42.6,Reserve
11327,0.1516,0,42.56,Reserve
29341,0.1515,0,42.51,Reserve
21246,0.1512,0,42.46,Reserve
13836,0.1512,0,42.41,Reserve
15911,0.1508,0,42.37,Reserve
28498,0.1504,0,42.32,Reserve
25855,0.1503,0,42.27,Reserve
5056,0.1503,0,42.23,Reserve
24628,0.1494,0,42.18,Reserve
25890,0.1492,0,42.13,Reserve
16517,0.1489,0,42.09,Reserve
28292,0.1484,0,42.04,Reserve
10721,0.1483,0,41.99,Reserve
18322,0.1476,0,41.94,Reserve
14638,0.1476,0,41.9,Reserve
15158,0.1475,0,41.85,Reserve
9772,0.1471,0,41.8,Reserve
25866,0.1471,0,41.76,Reserve
22849,0.147,0,41.71,Reserve
15144,0.1464,0,41.66,Reserve
26433,0.1461,0,41.62,Reserve
25181,0.146,0,41.57,Reserve
10304,0.1458,0,41.52,Reserve
12581,0.1456,0,41.47,Reserve
12215,0.1449,0,41.43,Reserve
22737,0.1448,0,41.38,Reserve
24260,0.1447,0,41.33,Reserve
15221,0.1446,0,41.29,Reserve
6620,0.1445,0,41.24,Reserve
26651,0.1444,0,41.19,Reserve
21496,0.1442,0,41.15,Reserve
24660,0.1439,0,41.1,Reserve
30796,0.1434,0,41.05,Reserve
1517,0.1433,0,41.01,Reserve
14110,0.1433,0,40.96,Reserve
3673,0.1432,0,40.91,Reserve
14566,0.1429,0,40.86,Reserve
29171,0.1426,0,40.82,Reserve
28278,0.1426,0,40.77,Reserve
23803,0.1422,0,40.72,Reserve
1055,0.1418,0,40.68,Reserve
26289,0.1418,0,40.63,Reserve
17269,0.1418,0,40.58,Reserve
6793,0.1417,0,40.54,Reserve
24684,0.1414,0,40.49,Reserve
25737,0.1409,0,40.44,Reserve
5484,0.1408,0,40.39,Reserve
1276,0.1406,0,40.35,Reserve
19752,0.1406,0,40.3,Reserve
24837,0.1405,0,40.25,Reserve
5709,0.1402,0,40.21,Reserve
22814,0.1399,0,40.16,Reserve
12617,0.1396,0,40.11,Reserve
675,0.1396,0,40.07,Reserve
23515,0.1393,0,40.02,Reserve
2768,0.1391,0,39.97,Reserve
6413,0.139,0,39.92,Reserve
3889,0.1387,0,39.88,Reserve
7281,0.1386,0,39.83,Reserve
10843,0.1386,0,39.78,Reserve
1346,0.1384,0,39.74,Reserve
29283,0.1384,0,39.69,Reserve
28845,0.1382,0,39.64,Reserve
25173,0.1379,0,39.6,Reserve
7499,0.1378,0,39.55,Reserve
16941,0.1376,0,39.5,Reserve
14172,0.1375,0,39.46,Reserve
20663,0.1373,0,39.41,Reserve
19332,0.1367,0,39.36,Reserve
180,0.1366,0,39.31,Reserve
7793,0.1366,0,39.27,Reserve
30719,0.1363,0,39.22,Reserve
25918,0.1359,0,39.17,Reserve
146,0.1357,0,39.13,Reserve
2998,0.1357,0,39.08,Reserve
14773,0.1356,0,39.03,Reserve
10167,0.1355,0,38.99,Reserve
22682,0.1355,0,38.94,Reserve
4955,0.1352,0,38.89,Reserve
15578,0.135,0,38.84,Reserve
6154,0.1349,0,38.8,Reserve
14581,0.1349,0,38.75,Reserve
21976,0.1347,0,38.7,Reserve
13220,0.1344,0,38.66,Reserve
16574,0.1344,0,38.61,Reserve
4889,0.1343,0,38.56,Reserve
30502,0.1343,0,38.52,Reserve
16972,0.1342,0,38.47,Reserve
13869,0.1341,0,38.42,Reserve
3587,0.1341,0,38.37,Reserve
6400,0.1339,0,38.33,Reserve
8049,0.1338,0,38.28,Reserve
20956,0.1337,0,38.23,Reserve
31984,0.1336,0,38.19,Reserve
26541,0.1335,0,38.14,Reserve
28427,0.1332,0,38.09,Reserve
3617,0.1331,0,38.05,Reserve
16713,0.133,0,38.0,Reserve
15634,0.1328,0,37.95,Reserve
14255,0.1327,0,37.91,Reserve
21188,0.1326,0,37.86,Reserve
11728,0.1324,0,37.81,Reserve
2852,0.1322,0,37.76,Reserve
14412,0.1318,0,37.72,Reserve
12946,0.1315,0,37.67,Reserve
13823,0.1315,0,37.62,Reserve
14621,0.131,0,37.58,Reserve
32113,0.131,0,37.53,Reserve
27512,0.1309,0,37.48,Reserve
25100,0.1309,0,37.44,Reserve
23235,0.1308,0,37.39,Reserve
19260,0.1306,0,37.34,Reserve
6225,0.1299,0,37.29,Reserve
27771,0.1299,0,37.25,Reserve
13419,0.1296,0,37.2,Reserve
12443,0.1296,0,37.15,Reserve
20900,0.1295,0,37.11,Reserve
16675,0.1295,0,37.06,Reserve
10348,0.1294,0,37.01,Reserve
26656,0.1293,0,36.97,Reserve
14539,0.1293,0,36.92,Reserve
19471,0.129,0,36.87,Reserve
5367,0.129,0,36.82,Reserve
30388,0.1288,0,36.78,Reserve
28220,0.1288,0,36.73,Reserve
30913,0.1287,0,36.68,Reserve
14515,0.1285,0,36.64,Reserve
8411,0.1284,0,36.59,Reserve
4037,0.1284,0,36.54,Reserve
4806,0.1282,0,36.5,Reserve
4334,0.128,0,36.45,Reserve
17526,0.128,0,36.4,Reserve
25371,0.128,0,36.36,Reserve
22099,0.1278,0,36.31,Reserve
29243,0.1278,0,36.26,Reserve
10429,0.1278,0,36.21,Reserve
24947,0.1276,0,36.17,Reserve
6590,0.1275,0,36.12,Reserve
9858,0.1274,0,36.07,Reserve
17342,0.1273,0,36.03,Reserve
11912,0.1271,0,35.98,Reserve
23795,0.127,0,35.93,Reserve
30294,0.1265,0,35.89,Reserve
12151,0.1262,0,35.84,Reserve
21636,0.1256,0,35.79,Reserve
27124,0.1256,0,35.74,Reserve
23488,0.1256,0,35.7,Reserve
7942,0.1255,0,35.65,Reserve
14052,0.1252,0,35.6,Reserve
31613,0.1251,0,35.56,Reserve
3890,0.125,0,35.51,Reserve
20045,0.1247,0,35.46,Reserve
8043,0.1247,0,35.42,Reserve
30196,0.1245,0,35.37,Reserve
6027,0.1245,0,35.32,Reserve
5296,0.1245,0,35.27,Reserve
11646,0.1243,0,35.23,Reserve
27390,0.124,0,35.18,Reserve
12829,0.1237,0,35.13,Reserve
17669,0.1237,0,35.09,Reserve
25255,0.1235,0,35.04,Reserve
12814,0.1233,0,34.99,Reserve
21822,0.1232,0,34.95,Reserve
4934,0.1232,0,34.9,Reserve
25639,0.1232,0,34.85,Reserve
25062,0.123,0,34.81,Reserve
13037,0.1225,0,34.76,Reserve
28365,0.1225,0,34.71,Reserve
30260,0.1225,0,34.66,Reserve
6694,0.1224,0,34.62,Reserve
27463,0.1223,0,34.57,Reserve
24739,0.1222,0,34.52,Reserve
27437,0.1221,0,34.48,Reserve
5083,0.1217,0,34.43,Reserve
21152,0.1216,0,34.38,Reserve
13030,0.1215,0,34.34,Reserve
27220,0.1214,0,34.29,Reserve
20269,0.1214,0,34.24,Reserve
15159,0.1214,0,34.19,Reserve
6179,0.1213,0,34.15,Reserve
32022,0.1212,0,34.1,Reserve
29414,0.1212,0,34.05,Reserve
33300,0.1212,0,34.01,Reserve
20321,0.1212,0,33.96,Reserve
18940,0.1211,0,33.91,Reserve
21726,0.121,0,33.87,Reserve
19556,0.1209,0,33.82,Reserve
12374,0.1205,0,33.77,Reserve
5005,0.1204,0,33.72,Reserve
29537,0.1203,0,33.68,Reserve
13485,0.1202,0,33.63,Reserve
12288,0.1202,0,33.58,Reserve
32521,0.1202,0,33.54,Reserve
29321,0.1201,0,33.49,Reserve
31441,0.1199,0,33.44,Reserve
21673,0.1199,0,33.4,Reserve
17295,0.1198,0,33.35,Reserve
23024,0.1196,0,33.3,Reserve
28629,0.1196,0,33.26,Reserve
4114,0.1194,0,33.21,Reserve
12854,0.119,0,33.16,Reserve
11541,0.1189,0,33.11,Reserve
6361,0.1187,0,33.07,Reserve
1864,0.1184,0,33.02,Reserve
26679,0.1184,0,32.97,Reserve
4393,0.1184,0,32.93,Reserve
17047,0.1182,0,32.88,Reserve
8042,0.1181,0,32.83,Reserve
6191,0.118,0,32.79,Reserve
2296,0.1179,0,32.74,Reserve
32320,0.1178,0,32.69,Reserve
10021,0.1178,0,32.64,Reserve
32956,0.1177,0,32.6,Reserve
412,0.1177,0,32.55,Reserve
9083,0.1176,0,32.5,Reserve
13953,0.1176,0,32.46,Reserve
19744,0.1176,0,32.41,Reserve
27854,0.1176,0,32.36,Reserve
19239,0.1175,0,32.32,Reserve
7508,0.1175,0,32.27,Reserve
13175,0.1175,0,32.22,Reserve
19996,0.1175,0,32.17,Reserve
11888,0.1175,0,32.13,Reserve
1776,0.1174,0,32.08,Reserve
19508,0.1174,0,32.03,Reserve
3377,0.1174,0,31.99,Reserve
18261,0.1173,0,31.94,Reserve
25297,0.1169,0,31.89,Reserve
28349,0.1169,0,31.85,Reserve
29339,0.1169,0,31.8,Reserve
32374,0.1169,0,31.75,Reserve
5380,0.1168,0,31.71,Reserve
8514,0.1166,0,31.66,Reserve
20437,0.1162,0,31.61,Reserve
1167,0.1162,0,31.56,Reserve
25931,0.1161,0,31.52,Reserve
4082,0.1161,0,31.47,Reserve
6452,0.116,0,31.42,Reserve
25608,0.1159,0,31.38,Reserve
27155,0.1159,0,31.33,Reserve
25300,0.1158,0,31.28,Reserve
31555,0.1158,0,31.24,Reserve
129,0.1156,0,31.19,Reserve
3486,0.1155,0,31.14,Reserve
28090,0.1155,0,31.09,Reserve
1175,0.1154,0,31.05,Reserve
818,0.1154,0,31.0,Reserve
5298,0.1152,0,30.95,Reserve
14264,0.1152,0,30.91,Reserve
27102,0.1151,0,30.86,Reserve
344,0.1151,0,30.81,Reserve
3127,0.115,0,30.77,Reserve
9997,0.1148,0,30.72,Reserve
30587,0.1148,0,30.67,Reserve
12413,0.1147,0,30.62,Reserve
28937,0.1147,0,30.58,Reserve
30892,0.1146,0,30.53,Reserve
31483,0.1145,0,30.48,Reserve
8377,0.1144,0,30.44,Reserve
25263,0.1144,0,30.39,Reserve
3880,0.1143,0,30.34,Reserve
29667,0.1142,0,30.3,Reserve
17703,0.1141,0,30.25,Reserve
5861,0.1141,0,30.2,Reserve
2582,0.1141,0,30.16,Reserve
17018,0.114,0,30.11,Reserve
28302,0.114,0,30.06,Reserve
25629,0.1139,0,30.01,Reserve
1206,0.1137,0,29.97,Reserve
12990,0.1136,0,29.92,Reserve
19058,0.1134,0,29.87,Reserve
28084,0.1134,0,29.83,Reserve
29781,0.1133,0,29.78,Reserve
31266,0.1131,0,29.73,Reserve
6560,0.113,0,29.69,Reserve
10560,0.113,0,29.64,Reserve
16125,0.1129,0,29.59,Reserve
25241,0.1126,0,29.54,Reserve
24815,0.1124,0,29.5,Reserve
28671,0.1123,0,29.45,Reserve
5346,0.1123,0,29.4,Reserve
