enrollee_id,prediction_probability,predicted_class,percentile_rank,priority_tier
13467,0.2827,0,64.87,Extended
22118,0.2825,0,64.82,Extended
7683,0.2824,0,64.77,Extended
19543,0.2823,0,64.73,Extended
28972,0.2821,0,64.68,Extended
11800,0.2819,0,64.63,Extended
14205,0.2811,0,64.58,Extended
27030,0.2801,0,64.54,Extended
18805,0.2794,0,64.49,Extended
18023,0.279,0,64.44,Extended
23867,0.2788,0,64.4,Extended
9098,0.2788,0,64.35,Extended
21469,0.2783,0,64.3,Extended
15865,0.2782,0,64.26,Extended
25867,0.2776,0,64.21,Extended
20650,0.2768,0,64.16,Extended
22264,0.2765,0,64.11,Extended
17072,0.2759,0,64.07,Extended
26138,0.2757,0,64.02,Extended
19794,0.2757,0,63.97,Extended
9827,0.2748,0,63.93,Extended
31806,0.2746,0,63.88,Extended
9270,0.2744,0,63.83,Extended
31361,0.2737,0,63.79,Extended
19117,0.2732,0,63.74,Extended
23570,0.273,0,63.69,Extended
14026,0.2714,0,63.64,Extended
501,0.2714,0,63.6,Extended
18483,0.2714,0,63.55,Extended
22744,0.2706,0,63.5,Extended
9618,0.2702,0,63.46,Extended
32584,0.2699,0,63.41,Extended
21899,0.2697,0,63.36,Extended
4832,0.2695,0,63.32,Extended
1382,0.2692,0,63.27,Extended
1433,0.2689,0,63.22,Extended
13603,0.2676,0,63.18,Extended
9040,0.2676,0,63.13,Extended
16107,0.2675,0,63.08,Extended
9726,0.2674,0,63.03,Extended
7957,0.2668,0,62.99,Extended
28808,0.2666,0,62.94,Extended
5650,0.2665,0,62.89,Extended
17958,0.2665,0,62.85,Extended
17481,0.266,0,62.8,Extended
24396,0.2658,0,62.75,Extended
2535,0.2658,0,62.71,Extended
370,0.2658,0,62.66,Extended
3520,0.2657,0,62.61,Extended
33134,0.2655,0,62.56,Extended
27439,0.2638,0,62.52,Extended
167,0.2628,0,62.47,Extended
9047,0.2627,0,62.42,Extended
3689,0.262,0,62.38,Extended
31238,0.262,0,62.33,Extended
3699,0.2613,0,62.28,Extended
11401,0.261,0,62.24,Extended
8713,0.2603,0,62.19,Extended
20917,0.2601,0,62.14,Extended
27302,0.2599,0,62.09,Extended
22715,0.2597,0,62.05,Extended
14353,0.2592,0,62.0,Extended
14158,0.2578,0,61.95,Extended
11842,0.2577,0,61.91,Extended
29703,0.2574,0,61.86,Extended
9272,0.2573,0,61.81,Extended
11386,0.2571,0,61.77,Extended
18171,0.2571,0,61.72,Extended
4842,0.2568,0,61.67,Extended
5265,0.2562,0,61.63,Extended
28333,0.2561,0,61.58,Extended
14916,0.2558,0,61.53,Extended
6092,0.2557,0,61.48,Extended
11113,0.2556,0,61.44,Extended
9105,0.2553,0,61.39,Extended
21962,0.2549,0,61.34,Extended
30846,0.2545,0,61.3,Extended
7519,0.2529,0,61.25,Extended
17953,0.2526,0,61.2,Extended
5857,0.2517,0,61.16,Extended
4810,0.2516,0,61.11,Extended
8799,0.2514,0,61.06,Extended
24362,0.2512,0,61.01,Extended
8911,0.2511,0,60.97,Extended
8942,0.2508,0,60.92,Extended
13157,0.2505,0,60.87,Extended
22303,0.2505,0,60.83,Extended
13000,0.2501,0,60.78,Extended
15242,0.25,0,60.73,Extended
11188,0.25,0,60.69,Extended
15682,0.2498,0,60.64,Extended
8752,0.2487,0,60.59,Extended
19210,0.2486,0,60.54,Extended
30036,0.2485,0,60.5,Extended
16138,0.2485,0,60.45,Extended
26235,0.2484,0,60.4,Extended
22712,0.2459,0,60.36,Extended
12996,0.2457,0,60.31,Extended
31123,0.2453,0,60.26,Extended
11976,0.2448,0,60.22,Extended
4274,0.2447,0,60.17,Extended
31606,0.2445,0,60.12,Extended
14285,0.2442,0,60.08,Extended
22639,0.244,0,60.03,Extended
15165,0.2437,0,59.98,Extended
6332,0.2431,0,59.93,Extended
14398,0.2431,0,59.89,Extended
25603,0.2431,0,59.84,Extended
6398,0.243,0,59.79,Extended
30428,0.2427,0,59.75,Extended
32085,0.2427,0,59.7,Extended
17153,0.2427,0,59.65,Extended
20907,0.2426,0,59.61,Extended
195,0.2426,0,59.56,Extended
13819,0.2416,0,59.51,Extended
16245,0.2414,0,59.46,Extended
25802,0.2409,0,59.42,Extended
22652,0.2405,0,59.37,Extended
27425,0.2403,0,59.32,Extended
15095,0.2393,0,59.28,Extended
8066,0.2392,0,59.23,Extended
20756,0.2391,0,59.18,Extended
30657,0.239,0,59.14,Extended
16614,0.2385,0,59.09,Extended
1456,0.2385,0,59.04,Extended
4273,0.2382,0,58.99,Extended
20103,0.2377,0,58.95,Extended
8083,0.2376,0,58.9,Extended
4791,0.2372,0,58.85,Extended
17224,0.237,0,58.81,Extended
20113,0.2365,0,58.76,Extended
13140,0.2361,0,58.71,Extended
17085,0.2355,0,58.67,Extended
27307,0.2348,0,58.62,Extended
2851,0.2345,0,58.57,Extended
20068,0.2342,0,58.53,Extended
6427,0.2342,0,58.48,Extended
24017,0.234,0,58.43,Extended
16001,0.2332,0,58.38,Extended
11440,0.2327,0,58.34,Extended
28645,0.2327,0,58.29,Extended
29762,0.2319,0,58.24,Extended
11855,0.2319,0,58.2,Extended
20707,0.2318,0,58.15,Extended
5624,0.2313,0,58.1,Extended
18513,0.2313,0,58.06,Extended
28494,0.2311,0,58.01,Extended
9209,0.231,0,57.96,Extended
25038,0.2308,0,57.91,Extended
1850,0.2308,0,57.87,Extended
12674,0.2307,0,57.82,Extended
22042,0.2298,0,57.77,Extended
9852,0.2293,0,57.73,Extended
8367,0.2293,0,57.68,Extended
22510,0.2289,0,57.63,Extended
30859,0.2289,0,57.59,Extended
22045,0.2288,0,57.54,Extended
2107,0.2287,0,57.49,Extended
31464,0.228,0,57.44,Extended
23770,0.2279,0,57.4,Extended
485,0.2273,0,57.35,Extended
3760,0.2271,0,57.3,Extended
13211,0.227,0,57.26,Extended
25612,0.2266,0,57.21,Extended
6167,0.2265,0,57.16,Extended
14019,0.2265,0,57.12,Extended
28562,0.2258,0,57.07,Extended
15564,0.2255,0,57.02,Extended
7032,0.2249,0,56.98,Extended
2656,0.2246,0,56.93,Extended
19243,0.2246,0,56.88,Extended
16180,0.2244,0,56.83,Extended
19780,0.2243,0,56.79,Extended
29230,0.2223,0,56.74,Extended
5002,0.222,0,56.69,Extended
32099,0.222,0,56.65,Extended
31337,0.2218,0,56.6,Extended
16917,0.2214,0,56.55,Extended
3307,0.2213,0,56.51,Extended
20064,0.2211,0,56.46,Extended
13204,0.2201,0,56.41,Extended
25492,0.22,0,56.36,Extended
3979,0.2199,0,56.32,Extended
30486,0.2198,0,56.27,Extended
26601,0.2197,0,56.22,Extended
10829,0.2196,0,56.18,Extended
10952,0.2192,0,56.13,Extended
33316,0.2191,0,56.08,Extended
7347,0.2187,0,56.04,Extended
22366,0.2187,0,55.99,Extended
7522,0.2186,0,55.94,Extended
13114,0.2185,0,55.89,Extended
2444,0.2184,0,55.85,Extended
10246,0.2183,0,55.8,Extended
32212,0.2182,0,55.75,Extended
11982,0.218,0,55.71,Extended
2926,0.2179,0,55.66,Extended
31733,0.2177,0,55.61,Extended
2018,0.2175,0,55.57,Extended
23279,0.2175,0,55.52,Extended
13539,0.217,0,55.47,Extended
19459,0.2167,0,55.43,Extended
8735,0.2166,0,55.38,Extended
19043,0.2164,0,55.33,Extended
22342,0.2162,0,55.28,Extended
4899,0.2157,0,55.24,Extended
22507,0.2156,0,55.19,Extended
16287,0.2156,0,55.14,Extended
26670,0.2153,0,55.1,Extended
32019,0.215,0,55.05,Extended
25171,0.2149,0,55.0,Extended
28518,0.2148,0,54.96,Extended
471,0.2146,0,54.91,Extended
9837,0.2145,0,54.86,Extended
18544,0.2145,0,54.81,Extended
795,0.2145,0,54.77,Extended
23606,0.2145,0,54.72,Extended
8122,0.2142,0,54.67,Extended
26801,0.2137,0,54.63,Extended
7903,0.2133,0,54.58,Extended
20640,0.2129,0,54.53,Extended
9894,0.2127,0,54.49,Extended
18063,0.2122,0,54.44,Extended
23275,0.2122,0,54.39,Extended
23885,0.212,0,54.34,Extended
14816,0.2119,0,54.3,Extended
32000,0.2118,0,54.25,Extended
31796,0.2116,0,54.2,Extended
27456,0.2109,0,54.16,Extended
10640,0.2106,0,54.11,Extended
12136,0.2106,0,54.06,Extended
30736,0.2105,0,54.02,Extended
21786,0.2105,0,53.97,Extended
2575,0.2104,0,53.92,Extended
30020,0.21,0,53.88,Extended
30498,0.2097,0,53.83,Extended
23700,0.2096,0,53.78,Extended
15587,0.2094,0,53.73,Extended
16129,0.2089,0,53.69,Extended
17720,0.2087,0,53.64,Extended
20169,0.2084,0,53.59,Extended
18983,0.2083,0,53.55,Extended
4062,0.2078,0,53.5,Extended
27036,0.2073,0,53.45,Extended
6356,0.2067,0,53.41,Extended
16230,0.2066,0,53.36,Extended
2120,0.2066,0,53.31,Extended
30,0.2065,0,53.26,Extended
18607,0.206,0,53.22,Extended
19146,0.2059,0,53.17,Extended
19641,0.2055,0,53.12,Extended
27304,0.2053,0,53.08,Extended
17205,0.2052,0,53.03,Extended
18698,0.2051,0,52.98,Extended
15586,0.2049,0,52.94,Extended
12391,0.2044,0,52.89,Extended
20607,0.2038,0,52.84,Extended
8243,0.2034,0,52.79,Extended
11391,0.2034,0,52.75,Extended
2415,0.2032,0,52.7,Extended
22140,0.2028,0,52.65,Extended
4579,0.2023,0,52.61,Extended
26493,0.2019,0,52.56,Extended
26985,0.2018,0,52.51,Extended
6402,0.2018,0,52.47,Extended
22975,0.2016,0,52.42,Extended
1026,0.2014,0,52.37,Extended
3991,0.2012,0,52.33,Extended
23078,0.2012,0,52.28,Extended
17920,0.2011,0,52.23,Extended
21230,0.201,0,52.18,Extended
250,0.2008,0,52.14,Extended
2222,0.2006,0,52.09,Extended
11956,0.2003,0,52.04,Extended
28718,0.2003,0,52.0,Extended
7156,0.2,0,51.95,Extended
17034,0.1993,0,51.9,Extended
6963,0.1991,0,51.86,Extended
2682,0.1991,0,51.81,Extended
9561,0.1986,0,51.76,Extended
20286,0.1986,0,51.71,Extended
10726,0.1983,0,51.67,Extended
4063,0.1982,0,51.62,Extended
12115,0.1982,0,51.57,Extended
2715,0.1981,0,51.53,Extended
25411,0.1978,0,51.48,Extended
10682,0.1977,0,51.43,Extended
2539,0.1975,0,51.39,Extended
11506,0.1975,0,51.34,Extended
28350,0.1974,0,51.29,Extended
32981,0.1973,0,51.24,Extended
28370,0.1971,0,51.2,Extended
8349,0.1971,0,51.15,Extended
5934,0.1967,0,51.1,Extended
8107,0.1966,0,51.06,Extended
14156,0.1964,0,51.01,Extended
26370,0.1961,0,50.96,Extended
27184,0.196,0,50.92,Extended
22974,0.1958,0,50.87,Extended
18101,0.1957,0,50.82,Extended
4271,0.1955,0,50.78,Extended
10873,0.1947,0,50.73,Extended
22200,0.1946,0,50.68,Extended
8509,0.1946,0,50.63,Extended
9993,0.1944,0,50.59,Extended
16525,0.1942,0,50.54,Extended
21936,0.1942,0,50.49,Extended
28163,0.1941,0,50.45,Extended
19256,0.1937,0,50.4,Extended
31402,0.1933,0,50.35,Extended
11901,0.1931,0,50.31,Extended
5381,0.1929,0,50.26,Extended
10636,0.1929,0,50.21,Extended
32511,0.1929,0,50.16,Extended
24998,0.1928,0,50.12,Extended
1289,0.1925,0,50.07,Extended
26448,0.1923,0,50.02,Extended
